target_date,strategy_version,config_sha256,ticker,decision,strategy_type,entry_trigger,entry_limit,take_profit,stop_loss,risk_result,order_submitted,entry_triggered,entry_filled,notes
2026-08-10,v1,5c7f803bf4da07155165b3b1f9075e577746280aa886f2b3d1348643c0b38d82,,DATA_UNAVAILABLE,,,,,,NOT_APPLICABLE,,,,データ欠落はmarket_research.json、sources.jsonのsource_attempts、research.mdを参照。SBI手入力用の注文候補は作成しない。
